,Make,Model,Investigation_Type,Event_Date,Aircraft_damage,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured
82938,Hughes,TH 55,Accident,2019-03-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82939,North American,T28,Accident,2019-03-14,Minor,No,1.0,reciprocating,Personal,1.0,0.0,1.0,1.0
82940,Cessna,172,Accident,2019-03-14,Substantial,No,1.0,reciprocating,Instructional,1.0,0.0,1.0,0.0
82941,Mooney,M20C,Accident,2019-03-14,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
82942,Cessna,650,Accident,2019-03-14,Substantial,No,2.0,turbo fan,Personal,0.0,0.0,0.0,4.0
82943,Cub Crafters,CC18,Accident,2019-03-15,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
82944,Piper,PA 11,Accident,2019-03-15,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,1.0
82945,Cessna,152,Accident,2019-03-15,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
82946,Great Lakes,2T-1A-2,Accident,2019-03-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
82949,Beech,50,Accident,2019-03-16,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
82950,Cessna,150,Accident,2019-03-16,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
82951,Cessna,421,Accident,2019-03-17,Destroyed,No,2.0,reciprocating,Business,1.0,0.0,0.0,0.0
82952,MD HELICOPTER,369,Accident,2019-03-17,Substantial,No,1.0,turbo shaft,Personal,0.0,0.0,0.0,2.0
82953,Piper,PA 24,Accident,2019-03-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
82954,Cessna,140,Accident,2019-03-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
82955,Israel Aircraft Industries,1124,Accident,2019-03-18,Destroyed,No,2.0,turbo fan,Personal,2.0,0.0,0.0,0.0
82956,Robinson,R22,Accident,2019-03-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82957,Piper,PA28,Accident,2019-03-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82959,AIR CREATION,TANARG,Accident,2019-03-20,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
82961,Cessna,L19,Accident,2019-03-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82962,Cessna,172,Accident,2019-03-21,Minor,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,3.0
82966,Cessna,R172E,Accident,2019-03-23,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,1.0,0.0
82967,Piper,PA 12,Accident,2019-03-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
82969,Cessna,A185,Accident,2019-03-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
82971,Champion,7EC,Accident,2019-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
82972,Piper,PA22,Accident,2019-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
82973,Pilatus,PC12,Accident,2019-03-24,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,0.0,3.0
82974,Piper,PA23,Accident,2019-03-24,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82975,Cessna,T310,Accident,2019-03-24,Substantial,No,2.0,reciprocating,Other Work Use,0.0,0.0,0.0,3.0
82978,Beech,95B55,Accident,2019-03-25,Substantial,No,2.0,reciprocating,Personal,0.0,1.0,1.0,1.0
82980,Cessna,140,Accident,2019-03-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82981,Cessna,172,Accident,2019-03-26,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
82984,Aerospatiale,AS350,Accident,2019-03-27,Substantial,No,1.0,turbo shaft,Public Aircraft - Federal,1.0,0.0,2.0,0.0
82985,Rockwell,S 2R,Accident,2019-03-28,Substantial,No,1.0,turbo prop,Aerial Application,0.0,1.0,0.0,0.0
82986,Cessna,172,Accident,2019-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
82988,Piper,PA28,Accident,2019-03-28,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
82989,Bell,206,Accident,2019-03-29,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,1.0,0.0,0.0
82990,Cessna,195,Accident,2019-03-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
82991,PIPER,PA28,Accident,2019-03-29,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
82993,Bell,222,Accident,2019-03-30,Substantial,No,2.0,turbo shaft,Personal,0.0,1.0,0.0,5.0
82994,Flight Design,CTLS,Accident,2019-03-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
82995,Cessna,172,Accident,2019-03-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82997,Piper,PA18,Accident,2019-03-30,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
82999,Cessna,172,Accident,2019-03-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83000,Cirrus,SR22,Accident,2019-03-31,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83001,Piper,PA 16,Accident,2019-03-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83002,Piper,PA32,Accident,2019-03-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83003,Cessna,172,Accident,2019-03-31,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83005,Aerospatiale,AS350,Accident,2019-03-31,Substantial,No,1.0,turbo shaft,Other Work Use,0.0,0.0,0.0,3.0
83008,Robinson,R44,Accident,2019-02-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83009,Cessna,172,Accident,2019-02-04,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
83013,Piper,PA32,Accident,2019-03-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
83014,Piper,PA28R,Accident,2019-03-04,Minor,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83015,ROBINSON,R44 II,Accident,2019-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83016,Beech,36,Accident,2019-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83017,Cessna,175,Accident,2019-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83018,Zenair,ZENITH CH 801,Accident,2019-04-04,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
83020,Robinson,R22,Accident,2019-07-04,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83021,Cessna,152,Accident,2019-08-04,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
83022,TECNAM,P2002,Accident,2019-08-04,Destroyed,No,1.0,reciprocating,Instructional,2.0,0.0,0.0,0.0
83024,Air Tractor,AT 502,Accident,2019-09-04,Destroyed,No,1.0,turbo prop,Aerial Application,1.0,0.0,0.0,0.0
83025,Piper,PA 12,Accident,2019-10-04,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,1.0
83027,Piper,PA28R,Accident,2019-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
83029,Cessna,172,Accident,2019-11-04,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
83030,Cessna,150,Accident,2019-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83031,Cessna,R182,Accident,2019-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83035,Bell,206,Accident,2019-12-04,Substantial,No,1.0,turbo shaft,Public Aircraft - Local,0.0,0.0,0.0,1.0
83037,PIPER,PA28,Accident,2019-04-13,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83038,Rockwell International,NA-265-65,Accident,2019-04-13,Destroyed,No,2.0,turbo fan,Personal,3.0,0.0,0.0,0.0
83040,Robinson,R22,Accident,2019-04-13,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83043,Piper,PA22,Accident,2019-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83044,Cessna,152,Accident,2019-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
83045,Cessna,180,Accident,2019-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83046,Cessna,172,Accident,2019-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,3.0,0.0,0.0
83047,Vans,VANS RV-12,Accident,2019-04-14,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
83050,Cessna,A185,Accident,2019-04-15,Substantial,No,1.0,reciprocating,Public Aircraft - Federal,0.0,0.0,1.0,0.0
83051,Piper,PA28R,Accident,2019-04-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
83054,Bell,OH 58A,Accident,2019-04-16,Substantial,No,1.0,turbo shaft,Public Aircraft - Local,0.0,0.0,0.0,2.0
83055,Bell,206,Accident,2019-04-16,Destroyed,No,1.0,turbo shaft,Flight Test,2.0,0.0,0.0,0.0
83058,Air Tractor,AT502,Accident,2019-04-16,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,1.0,0.0
83060,Bell,47G,Accident,2019-04-17,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
83061,Piper,PA28,Accident,2019-04-17,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
83062,Vans,RV8,Accident,2019-04-18,Substantial,Yes,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83064,Beech,60,Accident,2019-04-19,Destroyed,No,2.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83066,PIPER,PA28,Accident,2019-04-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
83068,Luscombe,8,Accident,2019-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83069,Piper,PA-28R-200,Accident,2019-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83070,Cessna,180,Accident,2019-04-20,Substantial,No,1.0,reciprocating,Aerial Observation,0.0,0.0,0.0,1.0
83071,Cessna,172,Accident,2019-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83072,Robinson,R66,Accident,2019-04-21,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,1.0,0.0
83073,Rans,S7,Accident,2019-04-21,Destroyed,Yes,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83074,Wheeler,EXPRESS SERIES 2000,Accident,2019-04-22,Destroyed,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83075,Beech,58,Accident,2019-04-22,Substantial,No,2.0,reciprocating,Business,6.0,0.0,0.0,0.0
83078,Cessna,170,Accident,2019-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83079,Cessna,172,Accident,2019-04-23,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
83080,Cessna,208,Accident,2019-04-23,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,0.0,5.0
83081,Piper,PA 18 225 DD,Accident,2019-04-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83082,Bellanca,1730,Accident,2019-04-23,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83083,Cessna,180,Accident,2019-04-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83086,Guimbal,CABRI,Accident,2019-04-26,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83087,Stearman,A75N1(PT17),Accident,2019-04-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83089,Beech,50,Accident,2019-04-26,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83090,Beech,76,Accident,2019-04-26,Substantial,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83093,Maule,M7,Accident,2019-04-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83094,Vans,RV 6,Accident,2019-04-27,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83096,Piper,PA 23,Accident,2019-04-27,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83097,Zenair,Zodiac CH601,Accident,2019-04-27,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83099,BELLANCA,7GCAA,Accident,2019-04-28,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83100,Stearman,A75N1(PT17),Accident,2019-04-28,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
83101,Air Tractor,AT 602,Accident,2019-04-28,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
83104,Cessna,172,Accident,2019-04-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,0.0
83105,Vans,RV 6,Accident,2019-04-29,Substantial,Yes,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83106,Piper,PA28,Accident,2019-04-29,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83108,Cessna,T206,Accident,2019-04-29,Substantial,No,1.0,reciprocating,Public Aircraft - Local,0.0,0.0,0.0,2.0
83111,Aerospatiale,AS350,Accident,2019-04-30,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,0.0,1.0
83112,Cessna,172,Accident,2019-04-30,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
83113,Zenair,Zenith CH 701,Accident,2019-04-30,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83115,Cessna,172,Accident,2019-01-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83116,Cessna,172,Accident,2019-01-05,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83117,Cessna,182,Accident,2019-01-05,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,2.0,0.0
83118,Beech,35,Accident,2019-01-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83123,Robinson,R22,Accident,2019-02-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83124,Cirrus,SR20,Accident,2019-02-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83126,Luscombe,8,Accident,2019-03-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83128,Cessna,340,Accident,2019-03-05,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,5.0
83133,Beech,35,Accident,2019-03-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83136,Guimbal,CABRI,Accident,2019-04-05,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83138,Bell,206,Accident,2019-04-05,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,1.0,0.0
83140,Cessna,A185,Accident,2019-04-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83142,De Havilland,DHC2,Accident,2019-04-05,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,0.0,1.0
83146,PIPER,PA34,Accident,2019-05-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83147,Beech,A60,Accident,2019-05-05,Substantial,No,2.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83148,Flight Design,CTLS,Accident,2019-05-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83149,Grumman,G164,Accident,2019-05-05,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
83150,Beech,35,Accident,2019-05-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83151,Cessna,182,Accident,2019-05-05,Destroyed,No,1.0,reciprocating,Personal,0.0,2.0,0.0,2.0
83155,Cessna,172,Accident,2019-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
83156,Just,JA30 SUPERSTOL,Accident,2019-06-05,Destroyed,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83157,BELL,47G,Accident,2019-06-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83158,Piper,PA28,Accident,2019-06-05,Destroyed,No,1.0,reciprocating,Instructional,1.0,0.0,1.0,0.0
83159,Ercoupe,415 C,Accident,2019-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83160,Cessna,172,Accident,2019-06-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
83161,Piper,PA 20,Accident,2019-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83162,Champion,7GCAA,Accident,2019-07-05,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83164,Mooney,M20J,Accident,2019-08-05,Substantial,No,1.0,reciprocating,Business,1.0,0.0,0.0,0.0
83166,PIPER,PA28,Accident,2019-09-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83171,Air Tractor,AT502,Accident,2019-11-05,Destroyed,No,1.0,turbo prop,Aerial Application,1.0,0.0,0.0,0.0
83172,Piper,PA 30,Accident,2019-11-05,Destroyed,No,2.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83173,Cessna,182,Accident,2019-11-05,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
83174,Cessna,172,Accident,2019-11-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
83175,Aero Commander,695,Accident,2019-11-05,Substantial,No,2.0,turbo prop,Business,0.0,0.0,0.0,2.0
83178,Cessna,A185,Accident,2019-12-05,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,2.0
83179,Stinson,108,Accident,2019-12-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83182,BEECH,V35,Accident,2019-05-13,Substantial,No,1.0,reciprocating,Business,2.0,0.0,0.0,0.0
83183,Cessna,182,Accident,2019-05-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83186,Piper,PA28R,Accident,2019-05-13,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83191,Cessna,172,Accident,2019-05-14,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
83192,Cessna,162,Accident,2019-05-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83193,Bell,206,Accident,2019-05-15,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,1.0
83195,Cessna,172,Accident,2019-05-15,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83196,Aviat,A1,Accident,2019-05-15,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83197,Beech,60,Accident,2019-05-15,Destroyed,No,2.0,reciprocating,Ferry,1.0,0.0,0.0,0.0
83198,Grumman,G164,Accident,2019-05-15,Destroyed,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
83199,SIKORSKY,S76,Accident,2019-05-15,Substantial,No,2.0,turbo shaft,Business,0.0,0.0,0.0,6.0
83200,Hughes,269B,Accident,2019-05-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83202,Cessna,T210,Accident,2019-05-15,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
83203,Piper,PA44,Accident,2019-05-16,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
83204,ZENITH,CH750,Accident,2019-05-16,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83205,Piper,PA28,Accident,2019-05-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83206,Diamond,DA 62,Accident,2019-05-16,Destroyed,No,1.0,reciprocating,Aerial Observation,4.0,0.0,0.0,0.0
83207,Robinson,R44,Accident,2019-05-17,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83208,Ayres,S 2R,Accident,2019-05-17,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
83209,Cessna,P210,Accident,2019-05-17,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83210,Vans,RV6,Accident,2019-05-18,Destroyed,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83212,Stearman,B75N1,Accident,2019-05-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83214,Piper,PA23,Accident,2019-05-18,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83215,Beech,35,Accident,2019-05-19,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83217,Cessna,182,Accident,2019-05-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
83219,Flight Design,CTSW,Accident,2019-05-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83221,Cessna,A185,Accident,2019-05-21,Substantial,No,1.0,reciprocating,Personal,1.0,1.0,1.0,0.0
83222,Grumman,G164,Accident,2019-05-21,Destroyed,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,0.0
83224,Cessna,195,Accident,2019-05-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83225,CESSNA,S550,Accident,2019-05-22,Destroyed,No,2.0,turbo fan,Personal,2.0,0.0,0.0,0.0
83226,Piper,J3C,Accident,2019-05-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83228,Bell,206,Accident,2019-05-23,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,1.0,0.0,0.0
83229,Piper,PA28,Accident,2019-05-23,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
83230,Guimbal,CABRI,Accident,2019-05-23,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83231,Cessna,172,Accident,2019-05-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83232,Cessna,172,Accident,2019-05-23,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83233,Cessna,560,Accident,2019-05-24,Destroyed,No,2.0,turbo fan,Positioning,1.0,0.0,0.0,0.0
83234,Cirrus,SR22,Accident,2019-05-24,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83235,Rockwell,S2R,Accident,2019-05-24,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,0.0,1.0
83236,Schweizer,269C,Accident,2019-05-24,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
83237,Cessna,TR182,Accident,2019-05-25,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83239,Vans,RV10,Accident,2019-05-25,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83240,PIPER,PA18,Accident,2019-05-25,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83242,Rockwell,S 2R,Accident,2019-05-25,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
83243,Champion,8KCAB,Accident,2019-05-25,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
83244,Cessna,150,Accident,2019-05-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83245,Luscombe,8,Accident,2019-05-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83247,Cessna,180,Accident,2019-05-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83249,Aeronca,7AC,Accident,2019-05-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83250,Piper,PA18,Accident,2019-05-27,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
83251,Beech,35,Accident,2019-05-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83252,Air Tractor,AT802,Accident,2019-05-27,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
83254,De Havilland,DHC 2,Accident,2019-05-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83255,Cessna,R172,Accident,2019-05-28,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83256,Cessna,170,Accident,2019-05-28,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
83257,Piper,PA28R,Accident,2019-05-28,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83261,Vans,RV4,Accident,2019-05-29,Substantial,Yes,1.0,reciprocating,Personal,1.0,0.0,1.0,0.0
83262,Mooney,M20J,Accident,2019-05-29,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
83263,BOEING,B75N1,Accident,2019-05-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
83266,Pipistrel,ALPHA TRAINER,Accident,2019-05-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83267,Lancair,LC41,Accident,2019-05-30,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,1.0
83274,Cirrus,SR20,Accident,2019-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83275,QUICKSILVER,2S SPORT,Accident,2019-05-31,Substantial,Yes,1.0,reciprocating,Flight Test,0.0,0.0,0.0,2.0
83276,Piper,PA18,Accident,2019-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83277,Air Tractor,AT502,Accident,2019-05-31,Substantial,No,1.0,turbo prop,Aerial Application,0.0,1.0,0.0,0.0
83278,Maule,M4,Accident,2019-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83279,Beech,55,Accident,2019-05-31,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,3.0
83280,Cessna,177,Accident,2019-05-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
83282,Vans,RV 6,Accident,2019-01-06,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83284,Vans,RV6,Accident,2019-01-06,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83285,Luscombe,8,Accident,2019-01-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
83288,Piper,PA32R,Accident,2019-02-06,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
83289,Cirrus,SR22,Accident,2019-02-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
83290,Taylorcraft,BC12,Accident,2019-02-06,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
83292,Cessna,172,Accident,2019-03-06,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
